id	label
NOHIT|tr|M3WBQ5|M3WBQ5_FELCA	NO_HIT
NOHIT|tr|A0A7W4VPZ9|A0A7W4VPZ9_9HYPH	NO_HIT
NOHIT|tr|A0A3M0ZSN3|A0A3M0ZSN3_9PROT	NO_HIT
NOHIT|tr|A0A8A1M2C1|A0A8A1M2C1_AJECA	NO_HIT
NOHIT|tr|A0A7G7KSP3|A0A7G7KSP3_9SYNE	NO_HIT
NOHIT|tr|A0A4S2KH74|A0A4S2KH74_OPIFE	NO_HIT
NOHIT|tr|A0A2N0A2Z2|A0A2N0A2Z2_9LEPT	NO_HIT
NOHIT|tr|A0A7W9FDT0|A0A7W9FDT0_9CAUL	NO_HIT
NOHIT|tr|A0A9Q1JHR7|A0A9Q1JHR7_9CARY	NO_HIT
NOHIT|tr|F9UIH2|F9UIH2_9GAMM	NO_HIT
NOHIT|tr|A0A524HE95|A0A524HE95_9BACT	NO_HIT
NOHIT|tr|A0A1B8GAM5|A0A1B8GAM5_9PEZI	NO_HIT
NOHIT|tr|A0A936HQ57|A0A936HQ57_UNCCR	NO_HIT
NOHIT|tr|A0A093YW68|A0A093YW68_9PEZI	NO_HIT
NOHIT|tr|A0A4Y4DRE3|A0A4Y4DRE3_GLUUR	NO_HIT
NOHIT|tr|A0A430Q8R2|A0A430Q8R2_SCHBO	NO_HIT
NOHIT|tr|A0A6P2ANF4|A0A6P2ANF4_9BACT	NO_HIT
NOHIT|tr|A0AAV6FN83|A0AAV6FN83_9TELE	NO_HIT
NOHIT|tr|A0A3C1P9N3|A0A3C1P9N3_9CYAN	NO_HIT
NOHIT|tr|A0A8I1PLN4|A0A8I1PLN4_9PROT	NO_HIT
NOHIT|tr|A0AA46TPU0|A0AA46TPU0_9GAMM	NO_HIT
NOHIT|tr|A0A9X1SGI6|A0A9X1SGI6_9BACT	NO_HIT
NOHIT|tr|A0A2E4S1W8|A0A2E4S1W8_9PROT	NO_HIT
NOHIT|tr|A0A2N2G613|A0A2N2G613_9DELT	NO_HIT
NOHIT|tr|A0A9W9FJF5|A0A9W9FJF5_9EURO	NO_HIT
NOHIT|tr|A0A7S2KT70|A0A7S2KT70_9DINO	NO_HIT
NOHIT|tr|A0A952VMJ4|A0A952VMJ4_9BACT	NO_HIT
NOHIT|tr|A0A101XHK7|A0A101XHK7_9CREN	NO_HIT
NOHIT|tr|A0A1Q3LU44|A0A1Q3LU44_9HYPH	NO_HIT
NOHIT|tr|A0A257T9H2|A0A257T9H2_9PROT	NO_HIT
NOHIT|tr|A0A011NC99|A0A011NC99_9PROT	NO_HIT
NOHIT|tr|A0A427XXK2|A0A427XXK2_9TREE	NO_HIT
NOHIT|tr|A0A966SIH7|A0A966SIH7_UNCVE	NO_HIT
NOHIT|tr|A0A1S6EXA7|A0A1S6EXA7_9CAUL	NO_HIT
NOHIT|tr|A0A6H0SIF1|A0A6H0SIF1_9MICC	NO_HIT
NOHIT|tr|A0A4Y2FTP8|A0A4Y2FTP8_ARAVE	NO_HIT
NOHIT|tr|A0A353ZGB5|A0A353ZGB5_9PLAN	NO_HIT
NOHIT|tr|A0A8X6X6L8|A0A8X6X6L8_9ARAC	NO_HIT
NOHIT|tr|A0A9N7AVG8|A0A9N7AVG8_RICCR	NO_HIT
NOHIT|tr|A0A2P5KS47|A0A2P5KS47_HYPSQ	NO_HIT
NOHIT|tr|A0A1F6THH4|A0A1F6THH4_9PROT	NO_HIT
NOHIT|tr|A0A969ALT5|A0A969ALT5_9CYAN	NO_HIT
NOHIT|tr|A0A4R5Q5B0|A0A4R5Q5B0_9PROT	NO_HIT
NOHIT|tr|A0A348WEX3|A0A348WEX3_9RHOB	NO_HIT
NOHIT|tr|A0A397V038|A0A397V038_9GLOM	NO_HIT
NOHIT|tr|A0A9Q0IRW0|A0A9Q0IRW0_9TELE	NO_HIT
NOHIT|tr|A0A375HPF0|A0A375HPF0_9BURK	NO_HIT
NOHIT|tr|A0A3D4BAZ1|A0A3D4BAZ1_UNCLA	NO_HIT
NOHIT|tr|A0A9P1JV06|A0A9P1JV06_9PROT	NO_HIT
NOHIT|tr|A0A5J6VSJ9|A0A5J6VSJ9_9PROT	NO_HIT
NOHIT|tr|A0A2N2ISB5|A0A2N2ISB5_9DELT	NO_HIT
NOHIT|tr|A0A5X0IMX8|A0A5X0IMX8_SALTM	NO_HIT
NOHIT|tr|A0AA50DXP0|A0AA50DXP0_9SYNC	NO_HIT
NOHIT|tr|A0A9E3ZE81|A0A9E3ZE81_9GAMM	NO_HIT
NOHIT|tr|A0A0R3SNH5|A0A0R3SNH5_HYMDI	NO_HIT
NOHIT|tr|A0A3B8QU36|A0A3B8QU36_9RHOB	NO_HIT
NOHIT|tr|A0ABD7HJS4|A0ABD7HJS4_9MYCO	NO_HIT
NOHIT|tr|A0A8T4J7P0|A0A8T4J7P0_9ACTN	NO_HIT
NOHIT|tr|A0A9P0SU33|A0A9P0SU33_PIEBR	NO_HIT
NOHIT|tr|A0A3F2UA49|A0A3F2UA49_9HYPH	NO_HIT
NOHIT|tr|A0A1B6QPW4|A0A1B6QPW4_SORBI	NO_HIT
NOHIT|tr|A0A6L4AC06|A0A6L4AC06_9CHLR	NO_HIT
NOHIT|tr|A0A0L6WEF5|A0A0L6WEF5_9AGAR	NO_HIT
NOHIT|tr|A0A3Q1NEQ0|A0A3Q1NEQ0_BOVIN	NO_HIT
NOHIT|tr|A0A0R3PHG3|A0A0R3PHG3_ANGCS	NO_HIT
NOHIT|tr|A0A354B4H0|A0A354B4H0_9CYAN	NO_HIT
NOHIT|tr|A0A1X0IJT5|A0A1X0IJT5_9MYCO	NO_HIT
NOHIT|tr|A0A2K6P100|A0A2K6P100_RHIRO	NO_HIT
NOHIT|tr|A0A9E4NL70|A0A9E4NL70_9GAMM	NO_HIT
NOHIT|tr|A0A1G2G7I4|A0A1G2G7I4_9BACT	NO_HIT
NOHIT|tr|A0A3C0AE26|A0A3C0AE26_9PLAN	NO_HIT
NOHIT|tr|A0A3P7IQ79|A0A3P7IQ79_STRVU	NO_HIT
NOHIT|tr|A0A3D4KKK1|A0A3D4KKK1_HALSX	NO_HIT
NOHIT|tr|A0A7J8PWX1|A0A7J8PWX1_GOSRA	NO_HIT
NOHIT|tr|A0A7S3HK80|A0A7S3HK80_9STRA	NO_HIT
NOHIT|tr|A0A1F9M7H4|A0A1F9M7H4_9DELT	NO_HIT
NOHIT|tr|A0A452RUH2|A0A452RUH2_URSAM	NO_HIT
NOHIT|tr|G7J5H1|G7J5H1_MEDTR	NO_HIT
NOHIT|tr|A0A846B5D1|A0A846B5D1_9CYAN	NO_HIT
NOHIT|tr|A0A6A2WMU5|A0A6A2WMU5_HIBSY	NO_HIT
NOHIT|tr|A0A5F9D9Q9|A0A5F9D9Q9_RABIT	NO_HIT
NOHIT|tr|A0A7C5I869|A0A7C5I869_9BACT	NO_HIT
NOHIT|tr|A0A426YYD8|A0A426YYD8_ENSVE	NO_HIT
NOHIT|tr|A0A6J1FUQ3|A0A6J1FUQ3_CUCMO	NO_HIT
NOHIT|tr|A0A962MTP0|A0A962MTP0_9GAMM	NO_HIT
NOHIT|tr|A0A1X4HBC4|A0A1X4HBC4_HALEZ	NO_HIT
NOHIT|tr|A0A2S5Z5G1|A0A2S5Z5G1_9GAMM	NO_HIT
NOHIT|tr|A0A835LBD0|A0A835LBD0_SPOEX	NO_HIT
NOHIT|tr|A0A226BXV8|A0A226BXV8_9FIRM	NO_HIT
NOHIT|tr|A0A8U0IIH6|A0A8U0IIH6_9EURY	NO_HIT
NOHIT|tr|A0AAW9EG37|A0AAW9EG37_KLEAE	NO_HIT
NOHIT|tr|A0A6V7LRP9|A0A6V7LRP9_9HYME	NO_HIT
NOHIT|tr|A0A9N9DXJ6|A0A9N9DXJ6_9GLOM	NO_HIT
NOHIT|tr|A0A8C5KNJ3|A0A8C5KNJ3_JACJA	NO_HIT
NOHIT|tr|A0A3B9N4I3|A0A3B9N4I3_9BACT	NO_HIT
NOHIT|tr|A0A4W2IJJ1|A0A4W2IJJ1_BOBOX	NO_HIT
NOHIT|tr|A0A1E4L5D9|A0A1E4L5D9_9PROT	NO_HIT
NOHIT|tr|A0A0M9ET33|A0A0M9ET33_FUSLA	NO_HIT
NOHIT|tr|A0A258QBZ6|A0A258QBZ6_9BURK	NO_HIT
NOHIT|tr|A0A0G0JV82|A0A0G0JV82_9BACT	NO_HIT
NOHIT|tr|A0A5T1RSI6|A0A5T1RSI6_CAMJU	NO_HIT
NOHIT|tr|A0A357MYI4|A0A357MYI4_9GAMM	NO_HIT
NOHIT|tr|A0A2W7TBW1|A0A2W7TBW1_9BACT	NO_HIT
NOHIT|tr|A0A969TXU4|A0A969TXU4_9CYAN	NO_HIT
NOHIT|tr|A0A924TZH4|A0A924TZH4_9BURK	NO_HIT
NOHIT|tr|A0A937DP65|A0A937DP65_9HYPH	NO_HIT
NOHIT|tr|B3RCK0|B3RCK0_CUPTR	NO_HIT
NOHIT|tr|A0A5T1SRU3|A0A5T1SRU3_CAMJU	NO_HIT
NOHIT|tr|A0A9P6IMN8|A0A9P6IMN8_9FUNG	NO_HIT
NOHIT|tr|A0A3M1CTK2|A0A3M1CTK2_UNCDE	NO_HIT
NOHIT|tr|A0ABD1QQT1|A0ABD1QQT1_9LAMI	NO_HIT
NOHIT|tr|A0A3A0E4D0|A0A3A0E4D0_9HYPH	NO_HIT
NOHIT|tr|A0A0G0BPJ3|A0A0G0BPJ3_9BACT	NO_HIT
NOHIT|tr|A0A425DC38|A0A425DC38_APHAT	NO_HIT
NOHIT|tr|A0A433ULY8|A0A433ULY8_ANAVA	NO_HIT
NOHIT|tr|A0A6P3Q4Y3|A0A6P3Q4Y3_PTEVA	NO_HIT
NOHIT|tr|A0A924YWQ8|A0A924YWQ8_9PLAN	NO_HIT
NOHIT|tr|J5SHX6|J5SHX6_TRIAS	NO_HIT
NOHIT|tr|A0A554MAN6|A0A554MAN6_9BACT	NO_HIT
NOHIT|tr|A0A3B8STV9|A0A3B8STV9_9GAMM	NO_HIT
NOHIT|tr|A0A1L5YD73|A0A1L5YD73_9EUKA	NO_HIT
NOHIT|tr|A0A9E3AAN0|A0A9E3AAN0_UNCAI	NO_HIT
NOHIT|tr|A0A3B0YB04|A0A3B0YB04_9ZZZZ	NO_HIT
NOHIT|tr|A0A497IJ03|A0A497IJ03_9EURY	NO_HIT
NOHIT|tr|A0A1I8MVP1|A0A1I8MVP1_MUSDO	NO_HIT
NOHIT|tr|A0A9D8P0T3|A0A9D8P0T3_9GAMM	NO_HIT
NOHIT|tr|A0A5E4BRW7|A0A5E4BRW7_MARMO	NO_HIT
NOHIT|tr|A0A2I6QB68|A0A2I6QB68_ANEVI	NO_HIT
NOHIT|tr|A0AB39Z4D0|A0AB39Z4D0_DROSZ	NO_HIT
NOHIT|tr|A0A328A8N1|A0A328A8N1_9CAUL	NO_HIT
NOHIT|tr|A0A2V7DV35|A0A2V7DV35_9BACT	NO_HIT
NOHIT|tr|A0A9J7E5M1|A0A9J7E5M1_SPOLT	NO_HIT
NOHIT|tr|Q0QKE1|Q0QKE1_9SYNE	NO_HIT
NOHIT|tr|A0A9C6SRX0|A0A9C6SRX0_BOMTE	NO_HIT
NOHIT|tr|A0A952LMA0|A0A952LMA0_9BACT	NO_HIT
NOHIT|tr|A0A8C1ZDS6|A0A8C1ZDS6_CYPCA	NO_HIT
NOHIT|sp|Q7V2C7|CSOCA_PROMP	NO_HIT
NOHIT|tr|A0A0X3BNM7|A0A0X3BNM7_9EURY	NO_HIT
NOHIT|tr|A0A1W9TFL4|A0A1W9TFL4_9BACT	NO_HIT
NOHIT|tr|A0A930UZN7|A0A930UZN7_9ACTN	NO_HIT
NOHIT|tr|A0AA50DYW7|A0AA50DYW7_9SYNC	NO_HIT
NOHIT|tr|A0A7X5QMC6|A0A7X5QMC6_9GAMM	NO_HIT
NOHIT|tr|A0A0A5G134|A0A0A5G134_9BACI	NO_HIT
NOHIT|tr|A0A143C432|A0A143C432_9ACTN	NO_HIT
NOHIT|tr|A0A2M9XEH5|A0A2M9XEH5_9LEPT	NO_HIT
NOHIT|tr|A0A3P3DW82|A0A3P3DW82_9RHOB	NO_HIT
NOHIT|tr|A0A0R3R8Q4|A0A0R3R8Q4_9BILA	NO_HIT
NOHIT|tr|A0A0G0XKG3|A0A0G0XKG3_9BACT	NO_HIT
NOHIT|tr|A0A968NUU0|A0A968NUU0_9CYAN	NO_HIT
NOHIT|tr|A0A0M3HFE1|A0A0M3HFE1_ASCLU	NO_HIT
NOHIT|tr|A0A7X9JBH2|A0A7X9JBH2_9BACT	NO_HIT
NOHIT|tr|A0A922ZL77|A0A922ZL77_9CHLB	NO_HIT
NOHIT|tr|A0A2H0V1A9|A0A2H0V1A9_9BACT	NO_HIT
NOHIT|tr|A0A0K1UCF5|A0A0K1UCF5_9GAMM	NO_HIT
NOHIT|tr|A0A1H1FM23|A0A1H1FM23_9BURK	NO_HIT
NOHIT|tr|A0A7R9P7Z6|A0A7R9P7Z6_TIMCA	NO_HIT
NOHIT|tr|A0AAV8YA95|A0AAV8YA95_9CUCU	NO_HIT
NOHIT|tr|A0A095A015|A0A095A015_SCHHA	NO_HIT
NOHIT|tr|D3Z4X8|D3Z4X8_MOUSE	NO_HIT
NOHIT|tr|A0A9W5PQT7|A0A9W5PQT7_BACCE	NO_HIT
NOHIT|tr|A0A933PLI7|A0A933PLI7_9PROT	NO_HIT
NOHIT|tr|A0A961MXW3|A0A961MXW3_9RHOB	NO_HIT
NOHIT|tr|A0A7S4ISS7|A0A7S4ISS7_9STRA	NO_HIT
NOHIT|tr|A0A0A0VCJ4|A0A0A0VCJ4_CHEQU	NO_HIT
NOHIT|tr|A9XNN5|A9XNN5_9MYRT	NO_HIT
NOHIT|tr|A0AAD6FKM9|A0AAD6FKM9_9TELE	NO_HIT
NOHIT|tr|A2BQ34|A2BQ34_PROMS	NO_HIT
NOHIT|tr|A0A6P1E612|A0A6P1E612_9GAMM	NO_HIT
NOHIT|tr|A0A925L9K2|A0A925L9K2_9BURK	NO_HIT
NOHIT|tr|A0AA47N1T7|A0AA47N1T7_MERPO	NO_HIT
NOHIT|tr|A0A953XJM8|A0A953XJM8_UNCPL	NO_HIT
NOHIT|tr|A0AAW3I7T5|A0AAW3I7T5_9BURK	NO_HIT
NOHIT|tr|A0A2S2CWU9|A0A2S2CWU9_9PROT	NO_HIT
NOHIT|tr|A0A7T1HTB9|A0A7T1HTB9_9SYNE	NO_HIT
NOHIT|tr|A0A9E3KFX5|A0A9E3KFX5_SPHSX	NO_HIT
NOHIT|tr|A0A961TI88|A0A961TI88_9HYPH	NO_HIT
NOHIT|tr|A0A1V5WQY5|A0A1V5WQY5_UNCXX	NO_HIT
NOHIT|tr|D1MYW2|D1MYW2_PINFU	NO_HIT
NOHIT|tr|A0A011NR50|A0A011NR50_9PROT	NO_HIT
NOHIT|tr|A0A2R9A2T1|A0A2R9A2T1_PANPA	NO_HIT
NOHIT|tr|A0A2M6WX34|A0A2M6WX34_9BACT	NO_HIT
NOHIT|tr|A0A6V7L1R0|A0A6V7L1R0_9HYME	NO_HIT
NOHIT|tr|A0A8X6KFQ9|A0A8X6KFQ9_TRICU	NO_HIT
NOHIT|tr|A0A2R4W0Y3|A0A2R4W0Y3_THEAF	NO_HIT
NOHIT|tr|A0A6A2ZYS7|A0A6A2ZYS7_HIBSY	NO_HIT
NOHIT|tr|A0A838BHV0|A0A838BHV0_9HYPH	NO_HIT
NOHIT|tr|M0F9X3|M0F9X3_9EURY	NO_HIT
NOHIT|tr|A0A5C5SBC6|A0A5C5SBC6_9HYPH	NO_HIT
NOHIT|tr|A0A7X9A387|A0A7X9A387_UNCCL	NO_HIT
NOHIT|tr|A0A3B1AR58|A0A3B1AR58_9ZZZZ	NO_HIT
NOHIT|tr|A0A836VC76|A0A836VC76_9BACT	NO_HIT
NOHIT|tr|A0A954K424|A0A954K424_9PLAN	NO_HIT
NOHIT|tr|A0A0W8D5H3|A0A0W8D5H3_PHYNI	NO_HIT
NOHIT|tr|A0A8D2JMX2|A0A8D2JMX2_SCIVU	NO_HIT
NOHIT|tr|A0A9P1BYQ8|A0A9P1BYQ8_9DINO	NO_HIT
NOHIT|tr|A0A8S3TZY5|A0A8S3TZY5_MYTED	NO_HIT
NOHIT|tr|A0A196QQ43|A0A196QQ43_9GAMM	NO_HIT
NOHIT|tr|A0A971D569|A0A971D569_9ACTN	NO_HIT
NOHIT|tr|A0A821SVD3|A0A821SVD3_9BILA	NO_HIT
NOHIT|tr|A0A947Y0S4|A0A947Y0S4_UNCPS	NO_HIT
NOHIT|tr|A0A3Q7MNE0|A0A3Q7MNE0_CALUR	NO_HIT
NOHIT|tr|A0A940JDQ6|A0A940JDQ6_9BACT	NO_HIT
NOHIT|tr|A0A1H0Q7W5|A0A1H0Q7W5_HALAD	NO_HIT
NOHIT|tr|A0A368TBL0|A0A368TBL0_9ACTN	NO_HIT
NOHIT|tr|A0A953X4L0|A0A953X4L0_9PROT	NO_HIT
NOHIT|tr|A0A6A6ERR0|A0A6A6ERR0_9PEZI	NO_HIT
NOHIT|tr|A0A6V7KWN7|A0A6V7KWN7_9HYME	NO_HIT
NOHIT|tr|A0A7S3SVX1|A0A7S3SVX1_EMIHU	NO_HIT
NOHIT|tr|A0A8C8Z700|A0A8C8Z700_PROSS	NO_HIT
NOHIT|tr|A0A2A7XJA0|A0A2A7XJA0_9BACI	NO_HIT
NOHIT|tr|A0A7S2V683|A0A7S2V683_9STRA	NO_HIT
NOHIT|tr|A0AB39H0W9|A0AB39H0W9_9BURK	NO_HIT
NOHIT|tr|A0A5B7I359|A0A5B7I359_PORTR	NO_HIT
NOHIT|tr|A0A1C4T0Y7|A0A1C4T0Y7_9ACTN	NO_HIT
NOHIT|tr|A0A2H5X3I8|A0A2H5X3I8_UNCXX	NO_HIT
NOHIT|tr|A0A1F6IFQ9|A0A1F6IFQ9_9BACT	NO_HIT
NOHIT|tr|A0A258K3J3|A0A258K3J3_9HYPH	NO_HIT
NOHIT|tr|A0A1J8P9A2|A0A1J8P9A2_9GAMM	NO_HIT
NOHIT|tr|A0A1I4E7V5|A0A1I4E7V5_9PROT	NO_HIT
NOHIT|tr|A0A946IQ87|A0A946IQ87_9FLAO	NO_HIT
NOHIT|tr|A0A0A9Z4Y2|A0A0A9Z4Y2_LYGHE	NO_HIT
NOHIT|tr|A0A966TLI6|A0A966TLI6_9PROT	NO_HIT
NOHIT|tr|A0A952FNG6|A0A952FNG6_9PROT	NO_HIT
NOHIT|tr|A0A3D3FZ27|A0A3D3FZ27_ACIRA	NO_HIT
NOHIT|tr|A0A941PNS9|A0A941PNS9_UNCPS	NO_HIT
NOHIT|tr|A0A2A2WIX7|A0A2A2WIX7_9BACT	NO_HIT
NOHIT|tr|A0A060Z4K6|A0A060Z4K6_ONCMY	NO_HIT
NOHIT|tr|A0A2N5C551|A0A2N5C551_9BURK	NO_HIT
NOHIT|tr|A0A9D9L4D3|A0A9D9L4D3_9FIRM	NO_HIT
NOHIT|tr|A0A1M3GK46|A0A1M3GK46_9PROT	NO_HIT
NOHIT|tr|A0A1U7ZP91|A0A1U7ZP91_NELNU	NO_HIT
NOHIT|tr|A0A7S9GYR1|A0A7S9GYR1_9BRAD	NO_HIT
NOHIT|tr|A0A940HXL9|A0A940HXL9_9PROT	NO_HIT
NOHIT|tr|A0A059DQ37|A0A059DQ37_9PROT	NO_HIT
NOHIT|tr|A0A847VS27|A0A847VS27_9FIRM	NO_HIT
NOHIT|tr|A0A973SJY3|A0A973SJY3_9ACTN	NO_HIT
NOHIT|tr|A0A6G3X422|A0A6G3X422_9ACTN	NO_HIT
NOHIT|tr|A0A6I9RY65|A0A6I9RY65_ELAGV	NO_HIT
NOHIT|tr|A0A257IX73|A0A257IX73_9BACT	NO_HIT
NOHIT|tr|A0A7C8B0D8|A0A7C8B0D8_UNCDE	NO_HIT
NOHIT|tr|A0A948G3P4|A0A948G3P4_UNCPA	NO_HIT
NOHIT|tr|A0A8C2QX02|A0A8C2QX02_CAPHI	NO_HIT
NOHIT|tr|A0A918J9N7|A0A918J9N7_9ACTN	NO_HIT
NOHIT|tr|A0A8I1P7T8|A0A8I1P7T8_9HYPH	NO_HIT
NOHIT|tr|A0A8X8WC01|A0A8X8WC01_SALSN	NO_HIT
